"GroupId","PersonalId","HomePlanet","CryoSleep","Deck","Num","Side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","FirstName","LastName","Transported","Expenditure","DeckNum","IsSoloTraveler","people_in_group","IsSoloChild","TransportedChildWithGroup"
8,2,"0",1,"B",1,"0","TRAPPIST-1e",34,0,-1.18386955447258e-08,-8.66348812439951e-09,294.500000072746,3.83548792657091e-08,-2.54513166213483e-09,"Altardr","Flatic",1,294.500000088054,"2","0",3,"0","0"
8,3,"0",0,"B",1,"0","55 Cancri e",45,0,39.0000001422478,7294.99999992638,588.999999934675,110.000000048956,124.000000046153,"Wezena","Flatic",1,8157.00000009841,"2","0",3,"0","0"
9,1,"1",0,"F",1,"0","TRAPPIST-1e",32,0,73.000000135514,2.01793347424415e-07,1122.9999998545,-1.26221347308108e-07,112.999999973342,"Berers","Barne",1,1309.00000003893,"6","1",1,"0","0"
10,1,"1",0,"G",1,"1","TRAPPIST-1e",48,0,719.000000107029,0.999999972667562,64.9999999108892,-1.11375887292061e-07,23.9999998852622,"Reney","Baketton",0,808.999999764472,"7","1",1,"0","0"
11,1,"1",0,"F",2,"0","TRAPPIST-1e",28,0,8.0000000133549,974.000000062223,11.9999999118679,2.00000007663955,7.00000000658051,"Elle","Bertsontry",1,1003.00000007067,"6","1",1,"0","0"
12,1,"1",0,"F",302.202539877195,"0","TRAPPIST-1e",31,0,32.0000000320776,1.19120750433442e-07,875.999999900153,-3.12408736775515e-08,-1.01248425468665e-07,"Justie","Pooles",0,907.999999918862,"6","1",1,"0","0"
14,1,"1",0,"F",3,"0","55 Cancri e",27,0,1286.00000002445,122.000000052574,768.706107556994,-1.74325033893765e-08,-7.41625268014423e-08,"Flats","Eccle",0,2176.70610754243,"6","1",1,"0","0"
15,1,"1",0,"F",4,"0","55 Cancri e",24,0,-1.17808283697388e-07,1.00000003045713,7.55626121256869e-08,-9.65187889709656e-08,637.000000072704,"Carry","Hughriend",0,637.999999964397,"6","1",1,"0","0"
16,1,"1",1,"F",5,"0","TRAPPIST-1e",45,0,8.22085724684637e-08,5.56137581194958e-08,8.8758016631852e-08,-4.11378337765387e-08,1.17671770295041e-07,"Alus","Upead",1,3.03114283738314e-07,"6","1",1,"0","0"
17,1,"1",0,"G",0,"0","TRAPPIST-1e",0,0,-4.18523680382934e-08,1.57782904272777e-07,-1.43910611989669e-07,4.41451178159413e-08,-2.06892953566642e-08,"Lyde","Brighttt",1,-4.52425329590838e-09,"7","0",2,"0","1"
17,2,"1",0,"F",6,"0","55 Cancri e",14,0,412.000000045254,1.91847906293953e-07,0.999999969378002,-1.24229699053131e-07,679.00000012422,"Philda","Brighttt",0,1092.00000020647,"6","0",2,"0","1"
20,1,"1",1,"E",0,"1","TRAPPIST-1e",1,0,2.03697632244532e-08,-5.28330107977995e-08,-2.19468329915178e-08,1.41611663500531e-07,-5.65460966100426e-08,"Almary","Brantuarez",0,3.06554863256244e-08,"5","0",6,"0","0"
20,2,"1",1,"E",0,"1","55 Cancri e",49,0,3.5308067553255e-08,-1.27257885271553e-07,4.5503692394953e-08,-7.1345475168088e-08,1.81537952620361e-07,"Glendy","Brantuarez",0,6.3746352128928e-08,"5","0",6,"0","0"
20,3,"1",1,"E",0,"1","55 Cancri e",29,0,-1.11156277089424e-07,-1.21219103369868e-08,2.72221560259396e-08,6.1082931765142e-08,-1.01330439236518e-07,"Mollen","Mcfaddennon",0,-1.36303538871847e-07,"5","0",6,"0","0"
20,4,"1",0,"E",0,"1","TRAPPIST-1e",10,0,-1.4107351651403e-08,1.28103635771624e-07,-1.59451600820524e-07,-7.40618874117715e-08,1.24474620828723e-08,"Breney","Jacostanley",1,-1.07069742029202e-07,"5","0",6,"0","0"
20,5,"1",1,"E",0,"1","PSO J318.5-22",1,0,-5.19086261241716e-08,-3.54449196927144e-09,3.89041102890428e-09,-1.71668792819006e-07,-2.33854147596275e-08,"Mael","Brantuarez",0,-2.46616914643173e-07,"5","0",6,"0","0"
20,6,"1",0,"E",0,"1","TRAPPIST-1e",7,0,-6.55226685203007e-08,1.3706385627382e-08,-4.68942000537121e-08,-1.24689066589915e-08,-4.47837123471719e-08,"Terta","Mcfaddennon",0,-1.55963101952794e-07,"5","0",6,"0","0"
22,1,"1",0,"D",0,"0","TRAPPIST-1e",21,0,980.000000059671,1.99999997568746,69.0000000479077,1.04640226430124e-07,5.24246034731888e-08,"NONE","NONE",0,1051.00000024033,"4","1",1,"0","0"
24,1,"0",1,"C",2,"1","TRAPPIST-1e",62,0,1.17767842315535e-07,1.14854873095037e-07,-1.00935803032565e-07,-6.94045554184044e-08,1.3075245531697e-07,"Penton","Fullided",1,1.93034812276572e-07,"3","1",1,"0","0"
25,1,"1",0,"F",6,"1","TRAPPIST-1e",15,0,2.68873117969078e-08,224.999999938411,-1.23413730370358e-07,998.000000059274,1.09829038813061e-08,"Karard","Brookenson",0,1222.99999991214,"6","1",1,"1","0"
26,1,"0",0,"C",0,"0","55 Cancri e",34,0,22.0000000072424,6073.00000017728,2.30434121928504e-07,1437.9999999578,328.000000004737,"Anyoni","Unconary",0,7861.0000003775,"3","1",1,"0","0"
28,1,"1",0,"F",8,"0","TRAPPIST-1e",43,0,1125.00000004892,1.38959102708809e-07,135.999999928197,47.9999999482998,-4.20108643842399e-08,"Ceros","Mare",0,1309.00000002236,"6","1",1,"0","0"
30,1,"1",0,"G",4,"1","TRAPPIST-1e",32,0,-4.11226994030602e-08,850.000000022147,81.0000001260291,436.999999970062,453.000000144543,"Ginia","Morsentley",0,1821.00000022166,"7","1",1,"0","0"
31,1,"1",0,"F",9,"0","TRAPPIST-1e",47,0,214.000000063736,-5.31290617293968e-08,1411.00000000946,8.23718282574889e-08,1229.00000005433,"Coobix","Datie",1,2854.00000015677,"6","0",3,"0","1"
31,2,"1",0,"F",9,"0","TRAPPIST-1e",2,0,1.38209783912586e-07,2.50980149145579e-08,-8.58372866404678e-08,-3.13075368398655e-08,-1.2300500085816e-07,"Cinets","Datie",1,-7.68420255113494e-08,"6","0",3,"0","1"
31,3,"1",0,"F",9,"0","TRAPPIST-1e",20,0,106.999999799844,2.91798388529803e-08,1750.00000000745,990.0000001172,-7.09610889696686e-08,"Dontch","Datie",1,2846.99999988272,"6","0",3,"0","1"
34,1,"0",1,"D",1,"1","55 Cancri e",28,0,2.95215264602288e-07,-2.09456420742954e-08,8.3656054214048e-08,-9.84806294047563e-08,-2.14561862815092e-09,"Ziba","Oingwhedly",1,2.57299428709134e-07,"4","1",1,"0","0"
35,1,"1",0,"D",1,"0","55 Cancri e",23,0,784.000000090727,963.999999946279,6.36857953022637e-08,951.000000099105,1.72582044728263e-07,"Luse","Butte",0,2699.00000037238,"4","1",1,"0","0"
36,1,"1",0,"F",8,"1","55 Cancri e",15,0,-4.59541937437711e-08,492.00000000285,48.0000001017136,20.0000001004021,400.999999999136,"Marina","Leodger",0,961.000000158148,"6","1",1,"1","0"
38,1,"1",0,"F",10,"1","55 Cancri e",20,0,553.999999843918,194.999999849654,8.14778357223599e-08,2606.00000005593,-1.03371478093181e-07,"Loise","Wheelez",0,3354.9999997276,"6","1",1,"0","0"
39,1,"1",1,"G",1,"0","55 Cancri e",30,0,-8.56952330743443e-08,-1.22684758944259e-07,829.592170203797,-4.48176135652956e-08,2.96127243787757e-08,"Jorgie","Batthewitt",0,829.592169980212,"7","1",1,"0","0"
41,1,"1",1,"G",2,"0","TRAPPIST-1e",17,0,7.58558617745932e-08,1.01881481068301e-07,-3.49789642238281e-08,1.87735157842758e-08,-5.06255845325339e-08,"Margia","Moodsey",1,1.10906309870808e-07,"7","1",1,"1","0"
43,1,"0",0,"B",3,"0","TRAPPIST-1e",45,0,-2.32631075610281e-08,163.999999838641,45.000000017138,2511.00000016323,854.999999996482,"Ankalik","Cylistrand",0,3574.99999999223,"2","1",1,"0","0"
44,1,"1",1,"G",3,"0","TRAPPIST-1e",55,0,-5.11201962675048e-09,3.52077914875374e-07,1.55429051006808e-08,3.98403481056906e-08,-4.09543633268517e-08,"Jodye","Coopelandez",0,3.61394785128143e-07,"7","0",3,"0","1"
44,2,"1",1,"G",3,"0","55 Cancri e",4,0,1.06208107665877e-07,8.4174510520387e-08,-1.05473848216627e-07,1.39563473677747e-07,-5.20894297858016e-08,"Kayne","Coopelandez",1,1.72382813861582e-07,"7","0",3,"0","1"
44,3,"1",1,"G",3,"0","PSO J318.5-22",21,0,-3.72464126450475e-08,-6.52214249701039e-08,-5.00219261088628e-08,-1.59711729931843e-08,5.93308706166548e-09,"Cassa","Coopelandez",1,-1.62527849655533e-07,"7","0",3,"0","1"
45,1,"1",0,"F",10,"0","TRAPPIST-1e",21,0,970.000000151827,3.86050605898781e-08,179.999999906281,9.36868852789518e-08,63.9999999915718,"Zelowl","Chmad",0,1214.00000018197,"6","0",2,"0","0"
45,2,"1",1,"F",10,"0","55 Cancri e",19,0,2.90831624696086e-08,8.17257423895348e-08,8.67640875651319e-08,-1.06081855054408e-08,-2.27325527138125e-07,"Mass","Chmad",1,-4.0360720219291e-08,"6","0",2,"0","0"
50,1,"1",0,"E",1,"1","55 Cancri e",35,0,789.999999948692,5.87699376886669e-08,1.36418304245285e-07,6.31391005423965e-08,2.79839664326226e-07,"Sony","Lancis",0,790.000000486859,"5","1",1,"0","0"
51,1,"1",0,"E",2,"1","TRAPPIST-1e",56,0,1.73624113222392e-08,111.999999900345,-1.06353359609668e-07,1379.00000004761,127.000000083567,"Vivia","Johnshines",0,1617.99999994253,"5","1",1,"0","0"
52,1,"1",0,"G",6,"1","TRAPPIST-1e",52.6746272269927,0,4.00000009551598,-1.44312597531135e-07,1.99999998349999,4682.99999996457,-5.84246110756637e-08,"Elaney","Hubbarton",0,4688.99999984085,"7","1",1,"0","0"
53,1,"1",0,"F",11,"1","TRAPPIST-1e",25,0,-2.16955620540374e-08,1.09521376526325e-07,1938.00000004304,-1.54059493463268e-07,0.999999958701675,"Elson","Hickerson",1,1938.99999993551,"6","1",1,"0","0"
56,1,"0",0,"A",1,"1","TRAPPIST-1e",2,0,-4.27643689179219e-08,1.36805938286965e-08,3.6107956114437e-08,1.46012809417331e-07,1.40299160001786e-07,"Okulas","Tractive",1,2.93336150444329e-07,"1","0",3,"0","1"
56,2,"0",1,"A",1,"1","TRAPPIST-1e",38,0,-1.77126275940429e-07,1.93785977967295e-07,3.50343948012669e-08,6.40914253700567e-09,1.14049539329346e-07,"Instab","Tractive",1,1.72152778694485e-07,"1","0",3,"0","1"
56,3,"0",0,"A",1,"1","TRAPPIST-1e",27,0,278.999999964641,605.000000028311,3373.99999996403,285.999999785528,3.00000007676345,"Zinoces","Tractive",1,4546.99999981928,"1","0",3,"0","1"
58,1,"1",1,"G",7,"1","PSO J318.5-22",36,0,1.2586688795904e-07,-1.05512254732764e-07,-6.09255767112002e-08,7.25002821132896e-08,3.61197211884507e-08,"Warry","Ayalazquez",0,6.80490598168155e-08,"7","1",1,"0","0"
61,1,"1",0,"F",12,"1","TRAPPIST-1e",22,0,45.0000001736367,1095.99999992453,148.00000014067,1376.99999998002,0.99999989228232,"Shanya","Salez",0,2667.00000011114,"6","1",1,"0","0"
62,1,"1",0,"F",13,"1","TRAPPIST-1e",62,0,9.44200081323477e-08,591.999999839596,-9.5586049912788e-08,17.0000000265477,25.0000000814995,"Sterry","Greeves",0,633.999999946477,"6","1",1,"0","0"
64,1,"1",1,"F",14,"1","TRAPPIST-1e",15,0,1.7860722122352e-08,1.04849507579047e-08,-2.31989485488641e-08,1.97114565128547e-07,3.25959507228051e-08,"NONE","NONE",1,2.34857240182745e-07,"6","0",2,"0","0"
64,2,"1",1,"E",3,"1","TRAPPIST-1e",33,0,-1.74065081031496e-08,8.26280148799464e-08,-5.22051513719676e-08,-5.0818658371793e-08,-1.500222367441e-08,"Colatz","Keen",1,-5.28045266413737e-08,"5","0",2,"0","0"
66,1,"1",0,"G",6,"0","TRAPPIST-1e",62,0,0.999999764251586,152.99999999557,196.99999981157,6.22425788912158e-08,459.999999925411,"Diandy","Pecketton",0,810.999999559045,"7","1",1,"0","0"
67,1,"1",1,"G",10,"1","PSO J318.5-22",0,0,-1.28893567414864e-07,-4.14601999997506e-09,-2.07550703045764e-09,6.59878621687502e-08,-5.56502216642053e-09,"Ninaha","Leeves",1,-7.46922544429674e-08,"7","0",3,"0","1"
67,2,"1",0,"G",10,"1","TRAPPIST-1e",18,0,0.999999856828204,257.999999868192,445.999999963032,6.11407902330159e-08,1.51949139324102e-07,"Celine","Leeves",1,704.999999901143,"7","0",3,"0","1"
67,3,"1",0,"F",15,"1","55 Cancri e",21,0,1946.00000008703,37.0000001605406,2.30028249343302e-08,1.16684759822635e-07,24.0000000078507,"Velyne","Leeves",0,2007.00000039511,"6","0",3,"0","1"
68,1,"1",0,"E",4,"1","TRAPPIST-1e",32.6891591537107,0,793.00000003742,1.51925625496444e-07,1.99999992921387,252.999999893693,-7.61544511968686e-08,"Cinst","Binie",0,1047.9999999361,"5","1",1,"0","0"
69,1,"1",0,"F",16,"1","TRAPPIST-1e",42,0,887.000000104391,-5.14707309812823e-08,8.99999998520873,6.00000015045894,4.03909422618793e-09,"NONE","NONE",1,902.000000192627,"6","1",1,"0","0"
70,1,"1",0,"F",13,"0","TRAPPIST-1e",19,0,190.000000057916,-1.55078336981925e-08,5.0000000581462,1.0000002070507,725.999999864259,"Meremy","Brighttt",0,922.000000171864,"6","1",1,"0","0"
71,1,"1",0,"F",14,"0","TRAPPIST-1e",17,0,16.0000001032753,2165.00000012526,7.67682715199154e-08,8.00213850475099e-08,52.0000000452475,"Nelly","Dillines",0,2233.00000043057,"6","1",1,"1","0"
72,1,"1",0,"F",17,"1","TRAPPIST-1e",14,0,2.08383602290457e-07,1.00000002057957,1.50997602170977e-07,-1.38517488771843e-07,1062.99999992172,"Thell","Brantuarez",0,1064.00000016317,"6","1",1,"1","0"
73,1,"1",0,"D",3,"0","PSO J318.5-22",37,0,46.0000001106099,83.0000002698057,737.999999894555,2.10934513034318e-08,12.0000000081659,"Gorn","Make",0,879.00000030423,"4","1",1,"0","0"
74,1,"0",0,"C",3,"1","TRAPPIST-1e",42,0,0.999999741931385,8397.00000008603,4.89518290837443e-08,-7.64326414279022e-08,506.000000022492,"Aldibah","Mostedry",1,8903.99999982298,"3","1",1,"0","0"
76,1,"1",0,"F",18,"1","TRAPPIST-1e",27,0,147.000000053203,2.16483485328011e-07,1018.0000001403,-5.16612327056601e-08,-7.92068429786092e-08,"Conk","Dal",1,1165.00000027912,"6","1",1,"0","0"
77,1,"1",0,"F",15,"0","TRAPPIST-1e",28,0,14.0000000594797,2.78632370920381e-07,1294.99999993446,-9.87540042137343e-09,-8.32710458521209e-08,"Pon","Blité",1,1309.00000017943,"6","1",1,"0","0"
78,1,"0",0,"C",4,"1","TRAPPIST-1e",38,0,-6.22929624672791e-09,5839.99999998288,-1.34700609817446e-07,321.000000119634,9653.9999997589,"Spuri","Pokerheed",0,15814.9999997205,"3","1",1,"0","0"
81,1,"1",1,"G",13,"1","TRAPPIST-1e",13,0,-1.03231370854748e-07,8.82183401284445e-08,-5.35647768342977e-08,-2.90228030084444e-07,-3.08408898312048e-08,"Dellie","Vinozarks",0,-3.89646727476249e-07,"7","1",1,"1","0"
82,1,"1",0,"F",16,"0","TRAPPIST-1e",42,0,7406.00000011707,-5.79728036757708e-08,-4.12208156097157e-08,5.47259506657341e-08,3.14338075752334e-08,"Totse","Datte",0,7406.00000010403,"6","0",3,"0","1"
82,2,"1",1,"F",16,"0","TRAPPIST-1e",2,0,2.33290851341251e-07,1.08396981044083e-07,1.01141191686792e-07,-1.35211292316412e-07,-7.82493004125256e-08,"Eaturs","Datte",1,2.29368431343189e-07,"6","0",3,"0","1"
82,3,"1",0,"F",16,"0","TRAPPIST-1e",8,0,1.49610837794562e-07,6.65282413748914e-08,5.8757772913217e-08,-6.84245600759896e-08,-1.1590647956632e-07,"NONE","NONE",1,9.05658124403608e-08,"6","0",3,"0","1"
84,1,"1",0,"G",14,"1","TRAPPIST-1e",24,0,688.000000116503,-1.05386844340646e-07,-7.12058157640577e-08,1.27063553515624e-07,17.0000001046105,"Coren","Coopezmaney",1,705.000000171585,"7","1",1,"0","0"
85,1,"0",1,"C",5,"1","TRAPPIST-1e",40,0,-6.78964186229165e-09,1.04838627601831e-07,-2.33509837282099e-08,-2.30204923992388e-07,7.00255227049198e-08,"Furudah","Ellcefulve",1,-8.54813992761379e-08,"3","1",1,"0","0"
86,1,"1",0,"F",17,"0","TRAPPIST-1e",43,0,210.999999955645,-4.325946882883e-08,-1.0662071717716e-07,638.000000145971,513.000000054447,"Jodye","Kinson",0,1362.00000000618,"6","1",1,"0","0"
88,1,"1",1,"E",5,"1","PSO J318.5-22",45,0,-1.4553462355695e-08,-4.00647255025419e-08,2.62961692433375e-08,-2.08562308792674e-08,3.71960809775341e-08,"Stmeal","Sacre",1,-1.19821685166327e-08,"5","1",1,"0","0"
90,1,"1",1,"G",15,"1","TRAPPIST-1e",35,0,9.60017387882795e-08,-2.79827143913938e-08,-3.04656722266612e-08,-2.45834031726876e-07,4.40185737465394e-08,"Heremy","Santry",1,-1.64262105810112e-07,"7","1",1,"0","0"
91,1,"1",1,"G",16,"1","TRAPPIST-1e",26,0,0.999999946163171,7.43023871345509e-09,-4.25044160739349e-08,5.69736640013935e-08,1.47481357705049e-07,"Deanne","Yorkland",1,1.00000011554402,"7","0",2,"0","0"
91,2,"1",0,"F",20,"1","TRAPPIST-1e",27,0,0.999999944781886,696.999999993629,30.9999998674211,187.999999876096,-9.14230108225638e-08,"Tinez","Yorkland",0,916.999999590505,"6","0",2,"0","0"
92,1,"1",0,"G",9,"0","TRAPPIST-1e",19,0,7.40710161644957e-08,-2.21577891713377e-07,669.999999997886,0.999999969483516,33.9999999663385,"Gracy","Dunnisey",0,704.999999786201,"7","0",3,"0","1"
92,2,"1",1,"G",9,"0","TRAPPIST-1e",0,0,2.35677105672161e-08,7.80090686310063e-08,334.999999945031,-9.76127892649233e-08,-8.15507880434186e-08,"Stald","Hewson",1,334.999999867445,"7","0",3,"0","1"
92,3,"1",1,"G",9,"0","TRAPPIST-1e",3,0,-3.2267059716255e-07,9.84211960293855e-09,1.53663244182973e-07,-1.55572474090574e-08,6.16206407060801e-08,"Tiney","Hewson",1,-1.13101840079616e-07,"7","0",3,"0","1"
97,1,"0",0,"A",2,"1","TRAPPIST-1e",54,0,-1.76972739407866e-07,1208.00000009705,1.904739613106e-08,3.00000003857727,637.000000031356,"Alchium","Fictful",0,1848.00000000906,"1","1",1,"0","0"
98,1,"1",0,"G",11,"0","TRAPPIST-1e",26,0,1.760110149481e-07,855.999999849639,4.99999983417969,31.9999999502864,-2.60475413610168e-08,"Doria","Carezquez",0,892.999999784069,"7","0",2,"0","0"
98,2,"1",0,"G",11,"0","TRAPPIST-1e",26,0,9.88441906461286e-08,2810.9999999658,957.000000170852,2.92518254347888e-08,87.0000000731018,"Leence","Carezquez",1,3855.00000033785,"7","0",2,"0","0"
99,1,"1",0,"F",19,"0","PSO J318.5-22",23,0,310.999999967255,426.999999919211,526.000000070676,37.000000031637,-1.21497028899445e-07,"Aliey","Leetersoney",0,1300.99999986728,"6","0",2,"0","1"
99,2,"1",0,"G",12,"0","TRAPPIST-1e",2,0,8.05247833122754e-08,-2.29218822838122e-09,1.67795742978901e-07,-2.123641953747e-07,-1.85428108342155e-08,"Thewis","Connelson",1,1.51213318538798e-08,"7","0",2,"0","1"
101,1,"1",1,"F",284.898559476856,"0","TRAPPIST-1e",31,0,8.9306402408449e-08,-1.5926731252398e-07,-5.43919343845184e-08,-4.34742742855996e-08,-4.205961976226e-08,"Book","Trad",1,-2.09886738547909e-07,"6","1",1,"0","0"
102,1,"1",0,"F",23,"1","TRAPPIST-1e",18,0,-1.05147218072054e-07,1.82721032583351e-08,3.99654099806218e-07,829.999999783435,90.9999999579068,"Ritany","Holson",0,921.000000054121,"6","1",1,"0","0"
103,1,"1",0,"F",24,"1","TRAPPIST-1e",24,0,-7.54595662002369e-08,1222.12433864328,-2.43395284549113e-07,1.44595273493009e-07,16.9999999307888,"Arlen","Mclainez",1,1239.1243383998,"6","0",3,"0","0"
103,2,"1",1,"G",18,"1","55 Cancri e",9,0,1.598033598684e-07,-1.06810640591232e-07,-2.33932071793141e-08,-4.94482563701196e-09,-1.12922904967028e-07,"Shaele","Mclainez",1,-8.82682185061873e-08,"7","0",3,"0","0"
103,3,"1",1,"G",18,"1","TRAPPIST-1e",6,0,1.29708004313663e-08,8.79564113070067e-08,1.82310247213254e-08,3.09341060413554e-09,-5.81126075408103e-09,"Fanne","Mclainez",0,1.16440386309753e-07,"7","0",3,"0","0"
105,1,"1",0,"F",21,"0","TRAPPIST-1e",27,0,-4.23306613167033e-08,2.75125643570547e-08,569.999999948784,2.00000006138539,130.999999845545,"Carry","Cleachrand",0,702.999999840897,"6","1",1,"0","0"
107,1,"1",0,"D",2,"1","TRAPPIST-1e",21,0,1742.999999906,5.00000014223803,16.9999998504032,7.74820805117687e-08,-1.1569852488381e-09,"Coobix","Hart",0,1764.99999997496,"4","1",1,"0","0"
108,1,"1",1,"G",19,"1","TRAPPIST-1e",23,0,3.23095463235759e-08,-1.14676422522519e-07,-2.48142709740144e-08,-7.70647679814629e-08,2.16280605255987e-07,"Natald","Handertiz",0,3.20346901015668e-08,"7","0",3,"0","1"
108,2,"1",0,"G",19,"1","TRAPPIST-1e",31,0,562.00000013306,-9.43355171684567e-08,326.0000000454,-4.98826686266108e-08,7.90435408866608e-08,"NONE","NONE",0,888.000000113285,"7","0",3,"0","1"
108,3,"1",0,"G",19,"1","TRAPPIST-1e",0,0,1.06654996364433e-07,9.93990518994886e-09,1.47651759970271e-07,4.55850931774661e-08,-6.79255979985426e-08,"Oline","Handertiz",1,2.41906156703576e-07,"7","0",3,"0","1"
110,1,"0",0,"C",0,"1","TRAPPIST-1e",32,0,-4.18632991540309e-08,410.000000056379,6.00000016178731,3929.00000008921,764.000000008729,"Graviph","Aloubtled",0,5109.00000027424,"3","0",4,"0","0"
110,2,"0",0,"B",5,"0","TRAPPIST-1e",40,0,4.95110821550514e-09,330.999999978757,-4.68184407468715e-09,-1.61727740976545e-07,1687.00000005996,"Aldeba","Bootious",0,2017.99999987726,"2","0",4,"0","0"
110,3,"0",0,"B",5,"0","TRAPPIST-1e",42,0,2209.00000017137,11417.9999998789,1.48478308821725e-07,1867.99999994438,444.999999987262,"Alaratz","Aloubtled",1,15940.0000001304,"2","0",4,"0","0"
110,4,"0",1,"B",5,"0","TRAPPIST-1e",28,0,-1.20508155968157e-08,4.49995542011739e-08,-1.50249031695394e-07,-8.6923299095761e-08,8.98450791088063e-09,"Izark","Aloubtled",1,-1.95239084275916e-07,"2","0",4,"0","0"
111,1,"0",1,"E",6,"1","TRAPPIST-1e",29,0,-5.29422806696946e-08,-1.46893051044157e-07,3.97264546833013e-08,-6.63954714210141e-08,-1.07514479707091e-07,"Aldera","Supred",1,-3.34018828158656e-07,"5","1",1,"0","0"
112,1,"0",0,"B",1,"1","55 Cancri e",48,1,4.07049822550863e-08,2536.99999988944,86.9999998582713,16.9999999688438,13.0000000064281,"Moth","Cowtale",1,2653.99999976369,"2","1",1,"0","0"
113,1,"1",0,"F",23,"0","TRAPPIST-1e",64,0,2.28810807888042e-07,-9.12151315848495e-09,803.999999996243,-1.67901573691208e-07,1.13816647767732e-07,"Idary","Carvis",1,804.000000161847,"6","1",1,"0","0"
114,1,"1",0,"G",20,"1","TRAPPIST-1e",27,0,82.0000000383561,157.000000003436,429.000000024825,238.000000077193,1.0000000566119,"Maura","Beckerson",0,907.000000200422,"7","1",1,"0","0"
115,1,"1",1,"F",24,"0","TRAPPIST-1e",26,0,-1.36169926076813e-08,1.12828977885414e-07,-4.68665724048411e-08,1.15076626285194e-07,-5.75619061622853e-08,"Rohs","Pead",1,1.098601329958e-07,"6","1",1,"0","0"
116,1,"0",0,"D",4,"0","TRAPPIST-1e",33,0,1.00000018067494,2223.00000007451,1.98520045372084e-08,12.0000001329993,404.00000006125,"Alhenah","Suptive",1,2640.00000046928,"4","1",1,"0","0"
119,1,"0",0,"A",0,"0","TRAPPIST-1e",39,0,-3.36672757482444e-08,2343.99999987296,1.12217669681561e-09,64.9999999095593,6898.00000001899,"Batan","Coning",0,9306.99999976896,"1","0",2,"0","0"
119,2,"0",1,"A",0,"0","TRAPPIST-1e",13,0,1.3883694382885e-08,-1.84103561827616e-08,2.30650188779435e-07,6.36782340845668e-08,-5.7635104352438e-08,"Kleeiak","Coning",1,2.32166656711687e-07,"1","0",2,"0","0"
120,1,"1",1,"F",25,"0","TRAPPIST-1e",24,0,-1.10570091400033e-07,1.77825756754953e-07,2.9852721782779e-08,6.63445318188484e-08,-1.58774317334955e-07,"Bees","Sacre",1,4.67860162159189e-09,"6","1",1,"0","0"
122,1,"1",0,"G",21,"1","TRAPPIST-1e",29,0,7.87449817819508e-08,2.7129193806564e-08,-3.33885249455894e-11,698.999999866995,73.9999999753244,"Shelle","Hayder",0,772.999999948161,"7","1",1,"0","0"
